SMILES,dataset,len_smiles,mean_complexity,sa_score,sc_score,tb_depth,tb_plausibility,tb_price,tb_synthesizability
c1(c(n(c(=O)c2c1cccc2)C(C)C)\C=C\[C@@H]1C[C@@H](CC(O1)=O)O)c1ccc(F)cc1,sheridan,70,2.85,3.4165,4.5314,11,0.0,-1.0,Unsynthesizable
c12[C@]34CCCC[C@@H]3CC(N4CCn2ccc1)=O,sheridan,36,3.5405405410000004,4.3663,3.6184,11,0.0,-1.0,Unsynthesizable
c12c(c(c(C(O)=O)cn1C1CC1)=O)c(c(F)c(c2F)N1CCN(C)CC1)C,sheridan,53,2.8205128210000003,2.6817,4.5748,7,0.7806013301849004,59.0,Synthesizable
C1([C@@H]([C@@]2(C[C@@H]1CC2)C)[NH2+]N)(C)C,sheridan,43,2.06122449,5.7072,2.8118,11,0.0,-1.0,Unsynthesizable
c12c(c(nc(c1cc(OC)c(c2)OC)C)N(C)C)NC(NCCCC)=O,sheridan,45,2.5128205130000003,2.4742,3.8608,11,0.0,-1.0,Unsynthesizable
c12c(c(ccc2)O)NCC[C@@H]1CCCCCCC,sheridan,31,1.386363636,2.9155,3.6373,10,0.4627814741151848,21.0,Synthesizable
c1([C@@H]2[C@@H]3C[N@@](C2)CC3)nc(ncc1)Cl,sheridan,41,2.302325581,4.2595,3.3195,11,0.0,-1.0,Unsynthesizable
ClCC(=O)N([C@@H]1CCOC1=O)c1c(cccc1C)C,sheridan,37,2.027777778,3.2442,3.1465,2,0.9797358115779532,3.0,Synthesizable
N1([C@@H](c2ccc(Cl)cc2)c2ccccc2)CCN(C[C@@H](CSc2c3c([nH]cn3)ncn2)O)CC1,sheridan,70,2.85106383,3.4037,3.7341,2,0.9507323599946816,15.0,Synthesizable
n1(c2n(c(cc(n2)=O)C)c2c1cccc2)c1cc(c(OC(C)=O)c(c1)C(C)(C)C)C(C)(C)C,sheridan,67,3.0851063830000003,2.909,3.9544,9,0.9130474175591708,82.0,Synthesizable
c12c(c(ccc1NCCCO)C#N)nccc2,sheridan,26,1.4878048780000002,2.2517,2.8665,2,0.9950939876257364,9.0,Synthesizable
c12c(N3CCCC3)ccc(c1nccc2)C(N)=O,sheridan,31,1.5833333330000001,1.9927,3.6359,4,0.9851413612576816,47.0,Synthesizable
c1([C@@H]2C3CCN(C2)CC3)nc(co1)C,sheridan,31,2.025,4.0535,3.4210000000000003,11,0.0,-1.0,Unsynthesizable
C=1(c2cnc(o2)C)C[N@@](CCC1)C,sheridan,28,1.359550562,3.0118,3.6374,11,0.0,-1.0,Unsynthesizable
N12[C@@H](S(=O)(=O)C([C@@H]1C(CC)=O)(C)C)[C@H](Br)C2=O,sheridan,54,3.3783783780000003,4.4175,3.0061,11,0.0,-1.0,Unsynthesizable
c12n3c(=O)[nH]c2cccc1C[N@@](CCC=C)[C@@H](C3)C,sheridan,45,2.717948718,3.3709,3.9656,11,0.0,-1.0,Unsynthesizable
c1(c2ccccc2)cc(OC[C@@H](CN2CCOCC2)O)no1,sheridan,39,1.973684211,2.6984,4.2774,11,0.0,-1.0,Unsynthesizable
C1[C@@H](CCCCCCCCCCOC(CCCO[P@@](O1)(=O)O)=O)[N+](C)(C)C,sheridan,55,3.277777778,4.3883,4.0051,11,0.0,-1.0,Unsynthesizable
c1(c2[nH]ccn2)nc(c[nH]1)C#N,sheridan,27,1.452380952,3.6136,2.7278,2,0.9139191308907328,13.0,Synthesizable
c12c(cc(oc1=O)OC)ccc(c2)NC(N)=[NH2+],sheridan,36,2.0,3.1799,2.9916,11,0.0,-1.0,Unsynthesizable
n12c(c3c(ccc(c3)C)nc2CCN2CCCC2)nc2c1cccc2,sheridan,41,2.902439024,2.218,4.5221,11,0.0,-1.0,Unsynthesizable
c1([C@H]2[C@H](C(N(CCN(C)C)c3c(S2)cc(C)c(c3)C)=O)OC(OCC)=O)ccc(OC)cc1,sheridan,69,3.575,3.4256,4.468,9,0.7117459285158292,17.0,Synthesizable
C12(c3nc(no3)N)CN(CC1)CC2,sheridan,25,2.390243902,4.1019,3.4664,11,0.0,-1.0,Unsynthesizable
N12[C@@H]([C@@H](NC(\C(c3csc(n3)N)=N/OC(C(O)=O)(C)C)=O)C2=O)SCC(=C1C(O)=O)CNC(c1c(cc(O)c(c1)O)\C=N/OCc1ccccc1)=O,sheridan,112,4.275,4.3565,4.9663,11,0.0,-1.0,Unsynthesizable
c1(C=2[C@@H](CC(=O)NN2)C)ccc(Oc2cccnc2)cc1,sheridan,42,1.948717949,2.7788,3.8284,3,0.9898947313291904,11.0,Synthesizable
C([C@@H]1C(NC(CC1)=O)=O)c1ccc(cc1)Cl,sheridan,36,1.2,2.506,2.8805,2,0.9824822922591032,8.0,Synthesizable
N1([C@@H]([C@H](CN([C@@H](CC)C)[C@@H](CC)C)O)CCC1=O)Cc1ccc(Br)cc1,sheridan,65,3.145833333,3.7891,3.5283,11,0.0,-1.0,Unsynthesizable
C1[C@H](C[C@H](C(O)=O)N)[C@@H]1C(O)=O,sheridan,37,2.644444444,3.5282,2.7947,5,0.9715861762212004,34.0,Synthesizable
c1(c(cc(C(N(C)C)=O)cc1O)C=O)C(c1c(cccc1O)O)=O,sheridan,45,2.416666667,2.6404,3.2076,11,0.0,-1.0,Unsynthesizable
c12c(C(NCC2)=O)cccc1C,sheridan,21,1.2272727270000001,2.1705,2.6747,2,0.9907388353493544,8.0,Synthesizable
N12C(C(O[C@@H]([C@H](C=CC(NCC=CC(=CC=C[C@@H](Cc3nc(C1=O)co3)O)C)=O)C)C(C)C)=O)=CCC2,sheridan,83,4.627906977,6.0115,4.1418,11,0.0,-1.0,Unsynthesizable
C1[C@@H](CC=C([C@@H]1O)CS)C(C)(C)O,sheridan,34,1.630434783,4.3865,2.8906,9,0.08868368106477352,28.0,Synthesizable
C1[C@@]2(CCC[N@@]1CC2)\C=N\OC,sheridan,29,2.027777778,4.9975,3.0039999999999996,11,0.0,-1.0,Unsynthesizable
c1(c(c(\C=C\C(C[C@H](CC(OC)=O)O)O)c(n1N1CCCCCC1)C(C)C)c1ccc(F)cc1)c1ccccc1,sheridan,74,3.511627907,3.7505,4.9881,11,0.0,-1.0,Unsynthesizable
n1(c(nc2c1cccc2)C(C1CCN(CCc2ccc(OC)cc2)CC1)=O)Cc1ccc(F)cc1,sheridan,58,2.611111111,2.2439,4.433,2,0.9982314983797264,32.0,Synthesizable
c1(c(cc(OCC)cc1)NC(C[C@@H](C)N)=O)c1cccnc1,sheridan,42,2.0238095240000002,2.5103,3.8736,5,0.969710324236275,93.0,Synthesizable
c1(c(\C=C\[C@@H]2C[C@H](CC(O2)=O)O)cccc1)C1CCCC1,sheridan,48,2.5128205130000003,3.3249,3.4565,11,0.0,-1.0,Unsynthesizable
c1(S([C@@H]2C(NC(S2)=O)=O)(=O)=O)cc2c(cccc2)cc1,sheridan,47,2.0,2.9514,2.6463,4,0.5930678705408493,13.0,Synthesizable
c12c(C(O[C@@H]3C4CCN(C3=C)CC4)=O)c[nH]c1cccc2,sheridan,45,2.5526315790000003,3.815,3.093,2,0.9313110831304896,24.0,Synthesizable
N(CCCCCCCCCCC)(C(CCC)=O)O,sheridan,25,1.111111111,2.1616,2.5958,3,0.7723336421650472,18.0,Synthesizable
c1(OCc2cc(ccc2)Cl)ccc(OC[C@H](COC)O)cc1,sheridan,39,2.108108108,2.2571,2.9381,2,0.9806177238613144,24.0,Synthesizable
c1(cc(ccc1)\C=C\[C@@H](CCc1ccc(OC)cc1)O)N(C(CCCO)=O)C,sheridan,53,2.375,2.835,3.1322,9,0.39219904231847535,7.0,Synthesizable
C(c1ccccc1)(c1ccccc1)(CCC[N@@](CCc1cc2c(CCO2)cc1)C)C(N)=O,sheridan,57,2.394736842,2.5223,4.0605,6,0.3283538530353365,20.0,Synthesizable
c1(c(cc(C)cc1)OC)NC(C(CCCOc1c(ccc(c1)C)C)(C)C)=O,sheridan,48,2.3809523809999997,2.1509,3.0741,1,0.999439775943756,37.0,Synthesizable
c12c(ccc(c1)Nc1ccoc1)[nH]c(o2)=O,sheridan,32,1.763157895,2.7645,3.4579,1,0.9986829161643982,59.0,Synthesizable
C([C@]12CCC[N@@](C2)CC1)c1nc(N)no1,sheridan,34,2.888888889,4.4547,4.2408,11,0.0,-1.0,Unsynthesizable
c1([C@@H](n2ccnc2)c2ccccc2)cc2c([nH]cn2)cc1,sheridan,43,2.027777778,2.8636,3.1577,2,0.9925792236227692,84.0,Synthesizable
c1(NC(c2ccsc2)=O)cc(c(c(c1)C)O)C,sheridan,32,1.5909090909999999,2.0532,2.5869999999999997,1,0.9994691014289856,84.0,Synthesizable
C1[C@H]([N@@](C[C@H]([C@H](Cc2ccccc2)NC([C@@H](NC(OCc2ccccc2)=O)CC(N)=O)=O)O)CC1)C(NCC(C)C)=O,sheridan,93,3.622222222,3.6252,4.2884,11,0.0,-1.0,Unsynthesizable
c1(c2c([nH]c1)cccn2)C=1CCNCC1,sheridan,29,1.476190476,2.7583,2.9141,2,0.9980163428222256,12.0,Synthesizable
c1(C[C@@H](C(O)=O)NC(C)C)c[nH]oc1=O,sheridan,35,2.4,3.5083,2.6479,11,0.0,-1.0,Unsynthesizable
N1(CCC[C@H]1C(O)=O)C(CN)=O,sheridan,26,1.375,2.5245,2.7539,1,0.9930282235145568,2.0,Synthesizable
c1(c2c(N(C(OCc3ccccc3)=O)C)cccc2)c(n(C)c(c1C)CCCC)CCC1OCCO1,sheridan,59,2.657894737,3.0283,3.8159,11,0.0,-1.0,Unsynthesizable
C=1(C(OCCc2ccc(N3CCC(C(c4ccccc4)c4ccccc4)CC3)cc2)=O)[C@@H](C(=C(C)NC1C)C(OC)=O)c1cc(ccc1)[N+]([O-])=O,sheridan,101,3.12,3.367,4.3311,6,0.16547032303962605,10.0,Synthesizable
c1([C@@H](NCC(O)=O)C(N)=O)cccs1,sheridan,31,1.675675676,2.8705,2.7260000000000004,3,0.6147345877262211,54.0,Synthesizable
c12n([C@@H]3O[C@H](CO)[C@H]([C@H]3O)O)c(=O)n(c1c([nH]c(n2)N)=O)C,sheridan,64,3.5641025639999997,3.9201,3.8939999999999997,11,0.0,-1.0,Unsynthesizable
N12[C@@H]([C@@H](NC(\C(c3csc(n3)N)=N/OC)=O)C2=O)SCC(=C1C(=O)O)C[n+]1c2c(scc2)ccc1,sheridan,81,4.1363636360000005,4.1186,4.7618,11,0.0,-1.0,Unsynthesizable
c12c(c(cc(o1)N1CCOCC1)=O)ccc(c2C)OCc1ccccn1,sheridan,43,2.795454545,2.4642,3.8732,2,0.9993250927379904,112.0,Synthesizable
N1([C@H](C[C@@H]2C[C@@H](C[C@@H](C2)C)CC(N)=O)CCC1=O)Cc1ccccc1,sheridan,62,3.227272727,3.611,3.1691,11,0.0,-1.0,Unsynthesizable
N12[C@@H]([C@H]([C@@H](C)N)C2=O)[C@@H](C)C(=C1C(O)=O)SC,sheridan,55,3.476190476,4.0762,4.0264,11,0.0,-1.0,Unsynthesizable
N12[C@@](C(C)(C)C2(C)C)(ON=C1c1ccccc1)SCC,sheridan,41,2.923076923,3.8279,2.4911,11,0.0,-1.0,Unsynthesizable
C(N1CCN(c2nc3c(CC(N3C)=O)cn2)CC1)(c1ccccc1)c1ccccc1,sheridan,51,2.222222222,2.3949,4.0618,9,0.26311447659204906,21.0,Synthesizable
N1([C@@H](C(N)=O)CSC1)C([C@@H]1NC(=O)CC1)=O,sheridan,43,3.0,3.5276,3.0871,3,0.9502179208106024,16.0,Synthesizable
N1([C@@H](CSC1)C(NCC#C)=O)C([C@@H]1CCC(N1)=O)=O,sheridan,47,2.6956521739999997,3.6821,3.3663,3,0.9623224749451376,21.0,Synthesizable
c12c(n3c(nc2=O)OCC3)sc2c1CCCC2,sheridan,30,2.8055555560000003,3.0192,3.8275,7,0.6667324965263131,13.0,Synthesizable
c1([n+](c(nc(c1)OCCCC)N)[O-])NC(C)=O,sheridan,36,2.189189189,3.2021,3.0667,3,0.3787978620306469,4.0,Synthesizable
C1(C(NCCCO[N+](=O)[O-])=O)CCN(CC1)C,sheridan,35,1.6818181819999998,2.2162,3.2709,5,0.19357019677811832,36.0,Synthesizable
c1(c2nc(NC=3NCCCN3)sc2)c(cc(F)cc1)F,sheridan,35,2.111111111,2.5761,4.0983,2,0.9982956051826476,97.0,Synthesizable
c12C(n3c(cccc3)=O)=NC(C)(C)Oc1ccc(c2)C#N,sheridan,40,2.594594595,2.8926,3.1664,11,0.0,-1.0,Unsynthesizable
C1[C@H]2[N@@](C[C@@H](CN3C(CSC3=O)=O)CC2)CCN1c1ncccn1,sheridan,53,3.111111111,3.4183,4.3781,11,0.0,-1.0,Unsynthesizable
C([C@@H]([C@H](C[C@H](C(N[C@H](C(NCCc1ccccc1)=O)[C@H](CC)C)=O)C(C)C)O)NC(OC(C)(C)C)=O)C1CCCCC1,sheridan,94,3.472222222,3.8674,4.0308,11,0.0,-1.0,Unsynthesizable
c12c(nc(cc1OCC(O)=O)C(O)=O)cccc2,sheridan,32,1.720930233,1.9069,3.3,2,0.9976879499765944,37.0,Synthesizable
c1(N2CC(NC(N2)=O)=O)cc(ccc1)CC,sheridan,30,1.7567567569999998,2.6239999999999997,2.9553,5,0.9052427325260056,5.0,Synthesizable
c12[C@@H](c3cc(ccc3)I)C[N@@](C)CCc1cc(Cl)c(c2)OC,sheridan,48,2.305555556,2.8218,3.8133,5,0.9479480790056328,42.0,Synthesizable
C(COC)(CN)(CN)C,sheridan,15,1.405405405,3.1247,2.2007,6,0.7763140983325907,6.0,Synthesizable
c12c(c(N[C@H](Cc3ccccc3)CO)ncn2)ncn1c1ccccc1,sheridan,44,2.4181818180000003,2.6864,3.6193,2,0.9990112796839092,15.0,Synthesizable
c12C=3[C@@H](COc1ccc(c2)OC)CC(NN3)=O,sheridan,36,2.229166667,3.105,2.8533,4,0.4902171895990711,58.0,Synthesizable
c1([C@H]2[C@H](C(N(CC[N@@](CC(c3cc(ccc3)OCC)=O)C)c3c(S2)cccc3)=O)OC(C)=O)ccc(OC)cc1,sheridan,83,3.421052632,3.4058,4.5153,2,0.481688262067345,85.0,Synthesizable
N(c1c(cccc1)SC)(Cc1cc(ccc1)C(F)(F)F)C(CN(CC[N@@](CCc1cccs1)C)C(OCC(C)C)=O)=O,sheridan,76,2.918918919,3.0185,3.9142,7,0.4241632166439756,13.0,Synthesizable
N1([C@H](CN2CCOCC2)CCC1=O)S(C)(=O)=O,sheridan,36,1.880952381,2.9974,3.1155,3,0.3803814047917222,74.0,Synthesizable
c1(c2[nH]c(c(cn2)N)=O)c(cccc1)OCCC,sheridan,34,1.736842105,2.2262,3.068,5,0.8618377976588776,33.0,Synthesizable
C(CCCCCCCCCCO)C(N(C)C)=O,sheridan,24,1.277777778,1.9119,1.9880000000000002,1,0.9992805123329164,28.0,Synthesizable
N(c1ccccc1)(C(CNC(c1cc(c(Cl)cc1)Cl)=O)=O)CC(OC(C)(C)C)=O,sheridan,56,1.9444444440000002,2.1699,3.2083,2,0.9959817772651364,31.0,Synthesizable
c12c(Nc3c(cccc3)C)nccc1cccc2,sheridan,28,1.28,1.6724,2.6311,1,0.9969733953475952,14.0,Synthesizable
C1(n2c(nc(N)c(c2)C)=O)[C@@H]([C@@H](CO)OC1)CO,sheridan,45,3.102564103,3.8979,3.7832,11,0.0,-1.0,Unsynthesizable
c12c(c(ccc2)OCCCN(C)C)nc(Nc2c(cccc2)C)nc1N(c1ccccc1)C,sheridan,53,2.418604651,2.4273,4.6988,6,0.9550250318987163,85.0,Synthesizable
O1[C@H]2[C@@H]([C@H](O)[C@@H]1[C@H](OCCCCCCC)C)OC(O2)(C)C,sheridan,57,2.5,3.9493,2.4288,11,0.0,-1.0,Unsynthesizable
c1(C(NCCOC(C)=O)=O)cccnc1,sheridan,25,1.2682926829999999,1.8277,2.4317,1,0.9969184398651124,100.0,Synthesizable
c12c([nH]c(n2)C2CCCC2)c(n(CCC)c(n1CCC)=S)=S,sheridan,43,2.658536585,2.9704,3.9941,6,0.18964843609094406,27.0,Synthesizable
c12c([C@H](C[C@@](C2)(C(CO)=O)O)O[C@H]2C[C@H](NC(N(CCCl)N=O)=O)[C@H](O)[C@@H](O2)C)c(c2C(c3c(cccc3C(c2c1O)=O)OC)=O)O,sheridan,116,4.6444444439999995,4.8994,4.6439,11,0.0,-1.0,Unsynthesizable
c12[C@H]3[C@H]([N@@](CC=C)CC3)CCc1c(ccc2)OC,sheridan,43,2.945945946,3.1667,3.679,11,0.0,-1.0,Unsynthesizable
n1(ccc2c1cccc2N)[C@H]1C=C[C@H](O1)CO,sheridan,36,2.75,3.6076,3.1271,7,0.4236920028412198,11.0,Synthesizable
c12c(CC[C@@H](C1)[N@@](CCCn1c(ccc1C)C)CCC)c(ccc2)O,sheridan,50,2.0526315790000003,3.0597,4.1671,3,0.9898028090910423,14.0,Synthesizable
c1(ccccc1)[C@H](C)N,sheridan,19,1.282608696,1.8439,1.4578,0,1.0,1.0,Synthesizable
c12c([nH]cc1CCCc1sc(C(N[C@@H](CCC(O)=O)C(O)=O)=O)cc1)nc(N)nc2N,sheridan,62,2.808510638,3.2329,4.5645,8,0.5841277573696193,97.0,Synthesizable
c12[C@@H](c3c(CCc1cccc2)nccc3)N1CCN(C\C=C\c2c3c(c(ccc3)[N+]([O-])=O)ccc2)CC1,sheridan,76,2.6976744189999997,3.2021,4.3449,8,0.4831138671702726,35.0,Synthesizable
c12c(cc(NCc3ccccc3)c(c1C)F)oc([nH]2)=O,sheridan,38,2.0,2.44,3.2895,6,0.37713764991702825,40.0,Synthesizable
c12[C@@H]3CC[N@@](C[C@H]3CCc2cccc1)CCC=C,sheridan,40,2.55,3.0294,3.8614,11,0.0,-1.0,Unsynthesizable
c12c(NN=C(O1)c1ccccc1)cc(I)cc2,sheridan,30,2.026315789,2.5743,2.7464,11,0.0,-1.0,Unsynthesizable
C=1(c2cc(ccc2)OC)Oc2c(NN1)cccc2,sheridan,31,1.756097561,2.3118,2.5231,11,0.0,-1.0,Unsynthesizable
c1(Nc2c(ccnc2)N)cc(ccc1)O,sheridan,25,1.394736842,2.1064,2.7411,2,0.26560820854916045,14.0,Synthesizable
N(CC#CCN(C)C)(C(NC)=O)C,sheridan,23,1.4318181819999998,3.123,2.1232,2,0.19597777281963324,4.0,Synthesizable
c1(ccc(\C=C\C=C\c2ccccn2)cc1)NC(C(OCC)=O)=O,sheridan,43,2.189189189,2.3326,3.0535,3,0.21923058693600853,30.0,Synthesizable
c12c(CC[C@@H](C2)[N@@](CC2CC2)CCC)cccc1C(N)=O,sheridan,45,1.7777777780000001,2.8518,4.4436,7,0.9991143139380098,98.0,Synthesizable
c1(c(c(cc(c1)C[C@@H]1C(NCS1)=O)C(C)(C)C)O)C(C)(C)C,sheridan,50,2.054054054,3.3719,3.0886,3,0.8021272198481515,5.0,Synthesizable
C=1(C2CCN(C1)CC2)c1cccc(c1)OC,sheridan,29,1.947368421,3.2091,2.7847,2,0.957375998552152,3.0,Synthesizable
c1(c(n(Cc2ccc(c3c(c4[nH]nnn4)cccc3)cc2)c(n1)CCC)C=O)c1cc2c(cc(OC)cc2)cc1,sheridan,72,2.864864865,2.8443,4.1859,7,0.9963717908142032,19.0,Synthesizable
c12c([nH]c(s2)=O)ccc(c1)C(CCC)=O,sheridan,32,1.425,2.2931,2.8971,1,0.9748732447624208,7.0,Synthesizable
C12(CCCN(C1)C2)c1nc(CC)no1,sheridan,26,2.138888889,3.7995,3.7929,6,0.995347879852598,11.0,Synthesizable
C=1(c2ccccn2)CC[C@@H](CCN2CCN(c3ccccn3)CC2)CC1,sheridan,46,2.0,2.8495,3.9592,11,0.0,-1.0,Unsynthesizable
c12n(c3c(c(ccc3)Br)C=3N1CCN3)cnc2c1nc(C2CC2)no1,sheridan,47,3.255813953,3.2118,4.2794,11,0.0,-1.0,Unsynthesizable
c12n(c(CC#C)c(n2)C)cccc1NC(c1c(c(ccc1)C)C)=O,sheridan,44,2.23255814,2.5268,3.6098,11,0.0,-1.0,Unsynthesizable
c1(nc2ccccc2o1)Cc1ccc(OCCCOCc2ccccc2)cc1,sheridan,40,2.073170732,2.0018,2.9810000000000003,3,0.9712978872123088,20.0,Synthesizable
c12ccccc1CC[C@H]2NCC#C,sheridan,22,1.5833333330000001,2.7671,2.7089,0,1.0,68.0,Synthesizable
C12(CC3CC(C1)CC(C2)C3)NC(CCc1cc(c(OC(c2cccnc2)=O)cc1)OC(c1cccnc1)=O)=O,sheridan,70,2.354166667,3.7666,4.151,3,0.6615773066872531,17.0,Synthesizable
c12[C@@H](c3ccco3)[N@@](CCc1cccc2)C,sheridan,35,1.684210526,2.6405,3.5162,4,0.9080566418695822,3.0,Synthesizable
c1(C([C@@H]([N@@]2C[C@@H](CCC2)C)C)=O)cc(c(N)c(c1)Cl)Cl,sheridan,55,2.162162162,3.0653,3.7275,5,0.7305635100172883,7.0,Synthesizable
c1(c2c(nc3c1CCCC3)scc2)NC(N)=O,sheridan,30,2.131578947,2.5526,3.6177,3,0.9386780966692152,21.0,Synthesizable
c1(c2c(n(C)c(c1NC(Nc1c(cccc1C)C(C)C)=O)=O)ccc(c2)Cl)c1c(cccc1)C,sheridan,63,2.692307692,2.4308,4.3226,6,0.9332908457723688,23.0,Synthesizable
c12c(n(c(n(c1=O)CCCCC)=O)C)nc[nH]2,sheridan,34,1.717391304,2.4224,3.8819,2,0.9899362792092248,4.0,Synthesizable
c1(c(c2c(cccc2)c(n1CCC)=O)\C=C\C(C[C@H](CC(O)=O)O)O)c1ccc(F)cc1,sheridan,63,3.387755102,3.2886,4.9166,6,0.8515203203591527,48.0,Synthesizable
c12c(sc(n1)NCc1ccccc1)nccc2,sheridan,27,1.547619048,1.9115,2.8985,2,0.7807108599542192,70.0,Synthesizable
c1(c(cc([C@H]2O[C@H](c3cc(c(OC)c(c3)OC)OC)CC2)cc1OCCCc1cccnc1)S(CC(C)=O)(=O)=O)OCCC,sheridan,83,3.644444444,3.7721,4.4238,11,0.0,-1.0,Unsynthesizable
N12[C@@H]([C@@H](C2=O)NC(C(\c2nc(N)sc2)=N\O)=O)SCC(=C1C(O[C@@H](OC(C(C)(C)C)=O)C)=O)COC,sheridan,87,4.0,4.1955,4.3489,11,0.0,-1.0,Unsynthesizable
N(C1CCCCCC1)(Cc1cc2c(OCCO2)cc1)C(Nc1c(cc(C)cc1C)C)=O,sheridan,52,2.097560976,2.3563,3.6142,2,0.9977195080782622,55.0,Synthesizable
C(C#C\C=C\C[N@@](Cc1cc(OCc2ccccc2)ccc1)C)(C)(C)C,sheridan,48,2.065217391,2.4255,2.9101,4,0.6912316086736362,39.0,Synthesizable
n1(c2noc(c2)C)cc(nc1)C(OCC)=O,sheridan,29,1.6444444440000001,2.5928,2.7866,11,0.0,-1.0,Unsynthesizable
c12n(c3c(cc(F)cc3)F)cc(C(O)=O)c(c1cc(F)c(n2)N1C[C@@H]([C@H](C)N)CC1)=O,sheridan,70,3.102564103,3.4184,4.5118,7,0.9324017275724336,66.0,Synthesizable
c12c(nc([nH]1)[S@@](Cc1c(c(ccn1)OCC[N@@](Cc1cccs1)C)C)=O)cccc2,sheridan,62,2.4,3.1671,4.999,7,0.9032622530804182,48.0,Synthesizable
c12c([C@@H](NCC1)C)cccc2,sheridan,24,1.166666667,2.6573,3.1662,0,1.0,4.0,Synthesizable
c12c(nc([nH]2)[C@@H](c2ccccc2)CC)c(n(CCC)c(n1CCC)=O)=O,sheridan,54,2.72972973,3.0966,4.0359,2,0.9925183644228674,46.0,Synthesizable
c1([C@H]2[C@H](C(N(CC[N@@](Cc3cccs3)C)c3c(cccc3)S2)=O)OCC(OCC)=O)ccc(OC)cc1,sheridan,75,3.8055555560000003,3.4686,4.3823,7,0.3888340324772375,49.0,Synthesizable
c12c([nH]c(c1)C(Nc1nc(c3ccc(OC)cc3)cs1)=O)cccc2,sheridan,47,2.263157895,1.9828,3.1683,1,0.9999696016311646,47.0,Synthesizable
c1(cnccc1)\C(=C/c1cc(cc(c1)Cl)Cl)C#N,sheridan,36,1.641025641,2.3183,2.7225,1,0.9982944130897522,12.0,Synthesizable
c12c(c[nH]c1cccc2)C(OC[C@@H]1[C@@H](CCC[N@@]1C)C)=O,sheridan,51,1.8536585369999998,3.0625,3.8416,11,0.0,-1.0,Unsynthesizable
C1([C@@H](NC([C@H](Cc2c(cc(O)cc2C)C)N)=O)C(NCC(N[C@H](Cc2ccc(Cl)cc2)C(N[C@H](C(SS1)(C)C)C(O)=O)=O)=O)=O)(C)C,sheridan,108,4.552631579,4.9646,4.5626,9,0.09055925561107507,122.0,Synthesizable
n1(c2ccccc2)c(sc(n1)SC)=O,sheridan,25,1.8378378380000002,2.3986,2.9463,11,0.0,-1.0,Unsynthesizable
c12c(n(C)cc1CCc1ccc(C(N[C@@H](CCC(O)=O)C(O)=O)=O)cc1)ncnc2N,sheridan,59,3.0,2.9047,4.9881,6,0.9183996690542732,107.0,Synthesizable
C1(c2ccccc2)(c2ccccc2)C[C@@H](Cn2c(ncc2)CC)OC1=O,sheridan,48,2.239130435,3.0551,3.4623,4,0.9690205138096082,3.0,Synthesizable
c12c(ccc(c2)c2nc(Cc3ccc(C(NC)=O)cc3)no2)[nH]cc1CCN,sheridan,50,2.375,2.3688,4.5565,8,0.9951593203123664,124.0,Synthesizable
N1([C@@H](C[N@@]2CC[C@@H](C2)F)C(CCC1)(C)C)C(Cc1cc2c(C(CCC2)=O)cc1)=O,sheridan,69,2.555555556,3.5814,4.7834,11,0.0,-1.0,Unsynthesizable
C1[C@H]([C@H](CCC1)N)N,sheridan,22,1.256410256,3.0828,1.8048,0,1.0,1.0,Synthesizable
c1(c2nc(N(Cc3cccnc3)CCN(C)C)sc2Cl)c(cc(C(C)C)cc1C(C)C)C(C)C,sheridan,59,2.69047619,3.0168,4.4888,5,0.9641140606228116,6.0,Synthesizable
c1([C@@](c2ccc(OC)cc2)(Cn2ccnc2)O)ccc(c2ccncc2)cc1,sheridan,50,2.527777778,2.7807,3.1542,2,0.9534224595803092,55.0,Synthesizable
c12c(N(C)C(C2(C)C)=O)ccc(c1)c1[nH]c(c2ccccc2)nc1,sheridan,48,2.297297297,2.3368,4.137,9,0.8586082315599101,52.0,Synthesizable
c1(c2c(cc(F)cc2)[nH]c1C(O)=O)SCC(O)=O,sheridan,37,2.0,2.4666,3.0516,5,0.8151106615101089,34.0,Synthesizable
c12c(nc([nH]2)c2ccccc2)c(n(C)c(n1CCC)=O)=O,sheridan,42,2.1282051280000003,2.3561,3.8724,3,0.9626869912904568,97.0,Synthesizable
C1([C@@H]2C(c3cc(NS(C)(=O)=O)ccc3C2)=O)CCN(CCOc2ccc(NS(C)(=O)=O)cc2)CC1,sheridan,71,2.7837837839999997,3.033,4.4385,11,0.0,-1.0,Unsynthesizable
c12n(c(CC#N)cc1SC#N)ccnc2CCc1ccc(C)cc1,sheridan,38,2.105263158,3.1158,4.0054,11,0.0,-1.0,Unsynthesizable
c12n(c(=O)oc1cccn2)CCN1CCCC1,sheridan,28,1.7777777780000001,2.2537,3.3038,2,0.9850408609787458,10.0,Synthesizable
n1(c(cc(c1C)C=O)CNC(C)=O)CCNC(C)=O,sheridan,34,2.388888889,2.6791,3.5294,9,0.017723121854049548,64.0,Synthesizable
c1(c(c2[nH]nnn2)cccc1)c1ccc(Cc2c(nc(C)n(c2=O)CC(OCC)=O)CCC)cc1,sheridan,62,3.1951219510000004,2.7628,4.4955,4,0.9848807770970528,6.0,Synthesizable
c12c(sc(c2)C(C)=O)CCCN(C1=O)CCCCN1CCN(c2ncccn2)CC1,sheridan,50,2.526315789,2.6574,4.3677,10,0.5064712764258859,14.0,Synthesizable
